"","AGENCYNAME","SOURCE","AGENCYUNIQ","LASTMODIFI","MODIFIEDBY","SOURCECOMM","Date_Data_","Shape_STAr","Shape_STLe"
"3191","Amador Water Agency - Silver Lake Pines","JCOMMON",4144,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",2990335.00548,8788.65424565
"3192","Rabb Park Community Service District","JCOMMON",4145,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",454038.352787,2957.97078173
"3193","Mace Meadows Water Association - Unit 2","JCOMMON",4146,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",1264816.91045,6156.55677796
"3194","Amador Water Agency - County Service Area 2","JCOMMON",4147,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",205456.551653,2258.29371257
"3195","Amador Water Agency - Ridgeway Pines","JCOMMON",4148,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",926421.082105,5257.63915286
"3196","Mace Meadows Water Association - Unit 1","JCOMMON",4149,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",1050721.60061,6234.36330348
"3197","Amador Water Agency - Buckhorn","JCOMMON",4150,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",2146244.99221,10465.5386264
"3198","Amador Water Agency - Pioneer","JCOMMON",4151,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",7844326.64556,23093.4695219
"3199","Amador Water Agency - Ranch House","JCOMMON",4152,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",898232.868265,4026.10112417
"3200","Amador Water Agency - Pine Park East","JCOMMON",4153,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",447161.840727,3468.06799501
"3201","Amador Water Agency - Gayla Manor","JCOMMON",4154,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",661640.702648,3585.41621412
"3202","Amador Water Agency - CYA Camp","JCOMMON",4155,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",449150.987571,3213.33970195
"3203","Amador Water Agency - La Mel Heights","JCOMMON",4156,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",362507.170333,2681.79155761
"3204","Amador Water Agency - Toma Lane","JCOMMON",4157,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",188814.747265,1838.09135781
"3205","Amador Water Agency - Sunset Heights","JCOMMON",4158,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",571038.580152,3207.33458359
"3206","River Pines Public Utility District","JCOMMON",4159,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",460220.972721,2825.7932575
"3207","Fiddletown Comminity Service District","JCOMMON",4647,"2015/11/20","WARNOLD","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",341021.457106,2355.56829728
"3208","Plymouth  City of","JCOMMON",3086,"2015/09/22","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",1733840.9327,7360.99714904
"3209","Drytown County Water District","JCOMMON",4646,"2015/11/20","WARNOLD","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",339025.374384,2480.05349967
"3210","Amador City  City of","JCOMMON",2953,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/22",2337387.28117,10913.7998894
"3211","Amador Water Agency - Sutter Creek","JCOMMON",4649,"2015/11/20","WARNOLD","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/23",33799861.1073,60118.9621665
"3212","Jackson  City of","JCOMMON",3027,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/23",20122837.4113,56485.1210762
"3213","Amador Water Agency - Ione","JCOMMON",4648,"2015/11/20","WARNOLD","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/23",23708513.6396,55024.3454118
"3214","Amador Water Agency - Camanche #7","JCOMMON",3259,"2015/09/23","JCOMMON","From Amador Water Agency service area map, digitized against NAIP 2012 imagery.","2015/09/23",10502210.6255,28237.7495303
"3215","Richvale Irrigation District","SERYSIAN",2055,"2015/09/24","SERYSIAN","GSA notification","2015/09/24",152020211.04,71399.1836439
"3216","Reclamation District No 1004","SERYSIAN",2020,"2015/09/24","SERYSIAN","GSA notification","2015/09/24",94084233.2059,69574.7919528
"3217","CA Parks And Recreation Department - Grover Hot Springs","JCOMMON",4161,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",488809.55011,2863.84852768
"3218","Kirkwood Meadows Public Utilities District","JCOMMON",4162,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",1976984.66594,6133.06372809
"3219","Lili Valley Water Company","JCOMMON",4163,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",1698445.77944,5643.42585069
"3220","Calaveras County Water District - West Point","JCOMMON",4651,"2015/11/20","WARNOLD","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",9040709.8098,31572.6579749
"3221","Dunrovin Mobile Home Park","JCOMMON",4164,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",80146.7548081,1135.41931348
"3222","Pardee Center","JCOMMON",4165,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",243398.674499,2387.60689097
"3223","Camanche South Shore","JCOMMON",4166,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",3351193.55278,8776.40688401
"3224","Wallace Community Services District","JCOMMON",4654,"2015/11/20","WARNOLD","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",1739630.81584,6126.80472699
"3225","Calaveras County Water District - Jenny Lind","JCOMMON",4167,"2015/09/25","JCOMMON","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",33014976.2227,47175.1972572
"3226","Calaveras County Water District - Copperopolis","JCOMMON",4652,"2015/11/20","WARNOLD","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",751945.747745,4342.18320919
"3227","Calaveras County Water District - Copper Cove","JCOMMON",4168,"2015/09/25","JCOMMON","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",15189761.0422,40041.7036666
"3228","Union Public Utility District","JCOMMON",4169,"2015/09/25","JCOMMON","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",50214347.4007,60253.2945618
"3229","Blunder Inn","JCOMMON",4170,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",1412.86169863,170.480676873
"3230","Calaveras County Water District - Sheep Ranch","JCOMMON",4171,"2015/09/25","JCOMMON","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",520267.720397,4114.26409173
"3231","Calaveras County Water District - Snowshoe Springs","JCOMMON",4172,"2015/09/25","JCOMMON","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",11427940.6298,16256.6769554
"3232","Blue Lake Springs Mutual Water Company","JCOMMON",4173,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",5416460.53391,14706.220325
"3233","Calaveras County Water District - Ebbetts Pass","JCOMMON",4174,"2015/09/25","JCOMMON","From Calaveras County Water District service area map, digitized against NAIP 2012 imagery.","2015/09/25",52449078.9729,81844.4442842
"3234","Phillips Tract Water System","JCOMMON",4175,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",331057.338661,3084.92847007
"3235","El Dorado Irrigation District - Outingdale","JCOMMON",4176,"2015/09/25","JCOMMON","From El Dorado Irrigation District service area map, digitized against NAIP 2012 imagery.","2015/09/25",2275631.21132,8549.38949032
"3236","CA Parks And Recreation Department - Folsom Lake","JCOMMON",4177,"2015/09/25","JCOMMON","Digitized using NAIP 2012 imagery.","2015/09/25",5285581.31485,14571.6775682
"3237","El Dorado Irrigation District - Main","JCOMMON",4178,"2015/11/20","WARNOLD","From El Dorado Irrigation District service area map, digitized against NAIP 2012 imagery.","2015/09/25",556445737.293,742611.4476
"3238","Madera Water District","SERYSIAN",4228,"2015/10/01","SERYSIAN","Madera County LAFCO","2015/10/01",15091333.3869,23701.144671
"3239","Montara Water and Sanitary District","WARNOLD",4232,"2015/10/02","WARNOLD","Georeferenced San Mateo 2010 General Plan LAFCo & NAIP 2012 Aerial","2015/09/25",15121759.1391,25804.4898716
"3240","California Water Service Company - Coast Springs","WARNOLD",4247,"2015/10/02","WARNOLD","MarinMap GIS shapefile","2015/10/01",527929.224482,4395.11103656
"3241","Estero Mutual Water Company","WARNOLD",4248,"2015/10/02","WARNOLD","MarinMap GIS shapefile","2015/10/01",311749.185419,6147.34225015
"3242","Cotati  City Of","WARNOLD",2990,"2015/10/15","WARNOLD",NA,"2015/10/06",15105161.3397,22154.3452078
"3243","Rio Lindo Adventist Academy","WARNOLD",4255,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/08",80421.8602066,1402.97093692
"3244","Pine Hill Terrace Mobile Home Park","WARNOLD",4256,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/08",11508.3372927,528.236168044
"3245","Roseland Mobile Home Park","WARNOLD",4257,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/08",17001.5024557,638.547377678
"3246","Sequoia Gardens Mobile Home Park","WARNOLD",4258,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/08",119896.615664,1543.15458099
"3247","Sweetwater Springs Water Dsitrict - Monte Rio","WARNOLD",4641,"2015/11/19","WARNOLD",NA,"2015/10/09",21597557.4677,29270.1053483
"3248","Robin Way Water System","WARNOLD",4259,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",32921.5873499,728.568317027
"3249","Sobre Vista Water Company","WARNOLD",4260,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",510781.707108,3618.76142104
"3250","West Water Company PUC","WARNOLD",4261,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",46873.5646057,873.414559986
"3251","De Anza Moon Valley Water Company","WARNOLD",4262,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",121525.225175,1478.52209406
"3252","Carmet by the Sea Water Company","WARNOLD",4263,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",124907.499162,1538.66879617
"3253","Sunrise Mountain Mutual Water Company","WARNOLD",4264,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",263266.369347,3537.97828529
"3254","Redwood Heights Mutual Water Company","WARNOLD",4265,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",93879.9717045,1186.43920245
"3255","Brand Water Company","WARNOLD",4266,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",115819.358407,1972.21525286
"3256","Clear Creek Water Company","WARNOLD",4267,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/09",472056.918877,3122.82680449
"3257","East Austin Creek Mutual Water Company","WARNOLD",4268,"2015/10/15","WARNOLD","Plot map provided by EACMWC treasurer Lisa Thorpe","2015/10/13",68062.4236336,1649.94055042
"3258","Rincon Valley Mobile Estates","WARNOLD",4269,"2015/10/15","WARNOLD",NA,"2015/10/13",91634.3072872,1297.37410064
"3259","Brookwood Mobile Home Park","WARNOLD",4270,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",126030.99191,1794.91369156
"3260","Journey's End Mobile Home Park","WARNOLD",4271,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",53692.2245188,951.033890886
"3261","Mobile Home Estates","WARNOLD",4273,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",62565.9742308,1017.46445443
"3262","Evergreen Mobile Estates","WARNOLD",4272,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",9244.22264099,389.07307687
"3263","Plaza Mobile Home Park","WARNOLD",4274,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",14860.7070208,688.956355437
"3264","El Crystal Mobile Home Park","WARNOLD",4276,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",16112.9729614,802.450013305
"3265","Blue Spruce Mobile Home Park","WARNOLD",4277,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",27520.3468199,817.357195391
"3266","Wayside Gardens Mobile Home Park","WARNOLD",4278,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",20172.4299555,567.608874917
"3267","Sunset Park Community","WARNOLD",4279,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",14303.000205,527.092361772
"3268","Stonegate Mobile Home Park","WARNOLD",4280,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",31245.5859833,879.517512008
"3269","Santa Rosa Mobile Estates","WARNOLD",4281,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",76907.4851971,1204.06490487
"3270","North Star Mobile Home Park","WARNOLD",4282,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",19010.791193,762.988802489
"3271","Mount Taylor Mobile Home Park","WARNOLD",4283,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",3160.29245949,227.176754329
"3272","El Portal Mobile Estates","WARNOLD",4284,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",45175.3057165,919.585804533
"3273","Leisure Mobile Home Park","WARNOLD",4285,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",104957.798826,1360.51352634
"3274","West Field Community","WARNOLD",4286,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",7882.44834518,464.536030422
"3275","Windsorland Mobile Home Park","WARNOLD",4287,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",112268.160735,1835.14161758
"3276","Delores Lane Water System","WARNOLD",4288,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",17331.4562845,795.144956151
"3277","Boulevard Heights Mutual Water","WARNOLD",4290,"2015/10/15","WARNOLD","Sonoma County parcel shapefile trace & NAIP 2012 Aerial","2015/10/13",212462.921761,1984.40288903
"3278","Cazadero Water Company","WARNOLD",4289,"2015/10/15","WARNOLD","Sonoma County parcel shapefile trace","2015/10/13",1458905.25229,6679.48832785
"3279","Common Water Public Utility Company","WARNOLD",4291,"2015/11/19","WARNOLD","Sonoma County parcel shapefile trace","2015/10/13",67851.9799528,1664.79561855
"3280","Austin Acres Mutual Water Company","WARNOLD",4292,"2015/10/15","WARNOLD","Sonoma County parcel shapefile trace","2015/10/13",276781.446902,3050.47238174
"3281","Magic Mountain Mutual Water Company","WARNOLD",4293,"2015/10/15","WARNOLD","Sonoma County parcel shapefile trace","2015/10/13",565113.174942,4211.3955299
"3282","Green Gulch Farm","WARNOLD",4294,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/13",231785.976453,3386.05610274
"3283","Nicasio Valley Ranch Mutual","WARNOLD",4348,"2015/10/23","WARNOLD","Marin County parcel map & NAIP 2012 Aerial","2015/10/13",420783.779415,3228.9811704
"3284","North Marin Water District - Point Reyes","WARNOLD",4643,"2015/11/19","WARNOLD","MarinMap GIS shapefile","2015/10/13",67473713.0887,97207.9869114
"3285","Lake View Mutual Water Company","WARNOLD",4254,"2015/10/15","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/15",1498046.68151,5259.39801034
"3286","La Honda Vista Mutual Water Company","WARNOLD",4322,"2015/10/20","WARNOLD","Georeferenced San Mateo 2010 General Plan LAFCo & NAIP 2012 Aerial","2015/10/16",192218.689374,2661.66592006
"3287","Skylonda Mutual Water Company","WARNOLD",4323,"2015/10/20","WARNOLD","Georeferenced San Mateo 2010 General Plan LAFCo & NAIP 2012 Aerial","2015/10/16",313680.856098,3901.68451942
"3288","Sierra Pines Mobile Home Park","JCOMMON",4296,"2015/10/19","JCOMMON","Digitized using NAIP 2012 imagery.","2015/10/19",22379.0731722,607.808931242
"3289","Tamarack Springs Mutual Water Company","JCOMMON",4297,"2015/10/19","JCOMMON","Digitized using Tamarack Springs Mutual Water Company Water Schematic Version 3-0.","2015/10/19",120045.728718,1681.80033033
"3290","Birchim Community Service District","JCOMMON",4298,"2015/10/19","JCOMMON","Mono County Data Center","2015/10/19",322046.921897,2407.56215473
"3291","Crowley Lake Mutual Water District","JCOMMON",4299,"2015/10/19","JCOMMON","Mono County Data Center","2015/10/19",1811537.56007,7530.30951003
"3292","Sierra East Homeowners Association","JCOMMON",4300,"2015/10/19","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/19",35638.0300729,805.739059762
"3293","Crowley Lake Trailer Park","JCOMMON",4301,"2015/10/19","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/19",31095.6887703,944.998097709
"3294","Lower Rock Creek Mutual Water Company","JCOMMON",4302,"2015/10/19","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/19",359193.715937,2624.481753
"3295","Virginia Lakes Mutual Water Corporation","JCOMMON",4303,"2015/10/19","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/19",1256619.88777,6102.14217717
"3296","Twin Lakes ENT","JCOMMON",4304,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP imagery.","2015/10/19",476123.643414,5264.63011452
"3297","Alpine Acres Mutual Water Company","JCOMMON",4305,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/10/20",332224.427185,3374.78991002
"3298","Leisure Pines Mutual Water Company","JCOMMON",4306,"2015/10/20","JCOMMON","From Tuolumne Utilities District service area map, digitized against NAIP 2012 imagery.","2015/10/20",179126.698411,1693.54378564
"3299","Long Barn Property Owners","JCOMMON",4307,"2015/10/20","JCOMMON","From Tuolumne Utilities District service area map, digitized against NAIP 2012 imagery.","2015/10/20",665071.828089,6400.23044314
"3300","Twain Harte Valley Mutual Water Company","JCOMMON",4308,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/10/20",400253.970475,3616.63314283
"3301","Sonora Estates Mobile Home Park","JCOMMON",4309,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",45554.5388175,851.140971804
"3302","Ponderosa Mobile Home Park","JCOMMON",4310,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",39615.6298184,869.56225939
"3303","Sierra Twain Harte Mobile Home Park","JCOMMON",4311,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",30977.5636759,700.581176277
"3304","Cascade Estates","JCOMMON",4312,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",114296.309291,1421.06183963
"3305","Peppermint Creek Mobile Home Park","JCOMMON",4313,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",475793.390794,2790.55768049
"3306","Yosemite Vista Estates","JCOMMON",4314,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",91229.7419555,1704.92626391
"3307","49er Trailer Ranch","JCOMMON",4315,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",44697.9570275,847.42067517
"3308","Mono Vista Ranch Mobile Home Park","JCOMMON",4316,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",35568.2310466,723.99471889
"3309","Mother Lode Mobile Estates","JCOMMON",4317,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",34153.7129664,728.545180614
"3310","Gold Rush Mobile Home Park","JCOMMON",4318,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",27648.6629278,791.892133097
"3311","Columbia Mobile Home Park","JCOMMON",4319,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",31864.1921591,791.547266072
"3312","Tamarron Mobile Home Park","JCOMMON",4320,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",43519.4769003,900.526787866
"3313","Rambling Hills Estates","JCOMMON",4321,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",71301.2309485,1245.68305038
"3314","Sierra Village Mobile Home Park","JCOMMON",4325,"2015/10/20","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/20",34205.93349,788.324533124
"3315","Mi-Wuk Village Mutual Water Company","JCOMMON",4326,"2015/10/20","JCOMMON","From Tuolumne Utilities District service area map, digitized against NAIP 2012 imagery.","2015/10/20",1191659.1139,4866.83860555
"3316","Sonora Meadows Mutual Water Company","JCOMMON",4327,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/10/20",1068237.18285,5577.99639935
"3317","Sonora Water Company Incorporated","JCOMMON",4328,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/10/20",1156570.45348,9552.24588826
"3318","Rockanna Royale Mobile Home Park","JCOMMON",4329,"2015/10/21","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/21",9909.68490982,457.385312822
"3319","Gold Hill Mobile Home Park","JCOMMON",4330,"2015/10/21","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/21",18674.668664,556.657538548
"3320","Sierra Meadows Apartments","JCOMMON",4331,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",5751.75027752,354.236177456
"3321","Ophir Gardens","JCOMMON",4332,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",22498.3944645,685.984108951
"3322","Auburn Ridge Woods","JCOMMON",4333,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",29526.975668,833.760840157
"3323","Castle City Mobile Home Park","JCOMMON",4334,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",168121.342701,2161.73248407
"3324","Sunset Mobile Home Park Water System","JCOMMON",4335,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",10295.9042931,409.77672589
"3325","Rough and Ready Mobile Home Village","JCOMMON",4336,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",17384.1801167,602.134149083
"3326","Creekside Village Mobile Home Park","JCOMMON",4337,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",76475.0087709,1155.93348049
"3327","Sierra Estates Mutual Water Company","JCOMMON",4338,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",33882.704689,806.676452109
"3328","Ananda Water Department","JCOMMON",4339,"2015/10/22","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/22",18219.1521053,527.276972911
"3329","Aldercroft Heights County Water District","WARNOLD",4238,"2015/10/23","WARNOLD","Santa Clara parcel & NAIP 2012 Aerial","2015/10/23",743736.063373,4878.69105051
"3330","Chemeketa Park Mutual Water Company","WARNOLD",4344,"2015/10/23","WARNOLD","Santa Clara parcel & NAIP 2012 Aerial","2015/10/23",380015.848983,2594.13253389
"3331","Raineri Mutual Water Company","WARNOLD",4345,"2015/10/23","WARNOLD","Raineri MWC Articles of Incorporation boundary description & NAIP 2012 Aerial","2015/10/23",527611.840425,4134.91755336
"3332","Lake Canyon Mutual Water Company","WARNOLD",4346,"2015/10/23","WARNOLD","Santa Clara parcel & Lake canyon As-Built Plans Cover Page Location map","2015/10/23",198002.770641,2672.79943283
"3333","Kennon Water Company","WARNOLD",4347,"2015/11/03","WARNOLD","Georeferenced Kennon WC plot map & NAIP 2012 Aerial","2015/10/23",766372.289971,7047.72176524
"3334","Lake Canyon Community Service District","WARNOLD",4241,"2015/10/23","WARNOLD","Santa Clara parcel & Lake canyon As-Built Plans Cover Page Location map","2015/10/23",198002.770641,2672.79943283
"3335","Treasure Island","WARNOLD",4349,"2015/10/23","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/23",2162020.44323,9076.92755191
"3336","Pillar Ridge Mobile Home Park (former El Granada MHP)","WARNOLD",4324,"2015/10/23","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/20",98886.7860708,1317.46390228
"3337","San Jose  City of - Alviso NSJ","WARNOLD",4642,"2015/11/19","WARNOLD","Georeferenced Water Retailer Service Area Map San Jose city gov","2015/10/20",68129125.0773,52779.5156684
"3338","Angelo Lane Water Company","WARNOLD",4343,"2015/10/23","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/10/22",252941.544536,2043.82454745
"3339","Lake Francis Mutual Water Company","JCOMMON",4350,"2015/10/27","JCOMMON","From Lake Francis Mutual Water Company water system map, digitized against NAIP 2012 imagery.","2015/10/27",91846.6138897,1380.76245989
"3340","Aero Pines Association","JCOMMON",4351,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",23088.1047173,729.020256423
"3341","Country Air Mobile Home Park","JCOMMON",4352,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",24332.3083591,750.566652303
"3342","River Highlands Community Service District","JCOMMON",4353,"2015/10/27","JCOMMON","From River Highlands Community Plan, digitized against NAIP 2012 imagery.","2015/10/27",92221616.3729,45057.0498002
"3343","Country Village Mobile Home Park","JCOMMON",4354,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",29044.9106083,816.994047942
"3344","Quail Ridge Mobile Home Park","JCOMMON",4355,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",55129.3425732,1014.15059867
"3345","Countryside Mobile Home Park","JCOMMON",4357,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",51507.7877874,1204.43735435
"3346","Castlewood Mobile Home Park","JCOMMON",4358,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",51726.3462172,1033.26030897
"3347","Rebel Ridge Village","JCOMMON",4359,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",34872.7962866,788.393394345
"3348","Tierra Buena Mobile Home Park #1","JCOMMON",4361,"2015/10/27","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/10/27",9729.96499634,422.930108676
"3349","Arrowhead Cooperative Company","WARNOLD",4390,"2015/10/30","WARNOLD","Georeferenced ACC plot map & NAIP 2012 Aerial","2015/10/30",307510.134878,3034.10550216
