PWSID,PWS_NAME,CONTACT_NAME,TITLE,BUSINESS_PHONE,LOCATION_ADDRESS,POPULATION,TYPE,AREA,OWNERSHIP,SOURCE,CONNECTIONS,WELLS,PLANTS,INTAKES,INTERTIES,COUNTY
CA3901439   ,TUSCAN WINERY VILLAGE,,,, LOCKEFORD CA 95237,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA2701992   ,TUSTIN RD WS #19,,,, SALINAS CA 93907,0,Non-Public,,Private,Groundwater,10,1,0,0,0,Monterey
CA1500516   ,TUT BROTHERS FARM #96,RAVI TUT,OWNER,661-858-6145   ,4358 LAVAL RD.ARVIN CA 93203,30,Community,Other Residential Area        ,Private,Groundwater,13,3,1,0,0,Kern
CA1400531   ,TUTTLE CREEK CAMPGROUND,BECKY HUTTO, ,760-872-5008   , LONE PINE CA 93545,50,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,5,1,0,0,0, 
CA5510005   ,TWAIN HARTE COMMUNITY SERVICES DISTRICT,TOM TROTT,GENERAL MANAGER,209-586-2172   , TWAIN HARTE CA 95383,2226,Community,Residential Area              ,Local,Surface Water,1572,2,2,1,0,Tuolumne
CA5500080   ,TWAIN HARTE VALLEY MWC,RICH SCHWARZMANN,PRESIDENT,209-586-0777   ,23847 SIERRA PINE AVETWAIN HARTE CA 95383,200,Community,Residential Area              ,Private,Surface Water,105,0,1,1,0,Tuolumne
CA3200194   ,TWAIN STORE WATER SYSTEM,,,,,25,Non-Public,Restaurant                    ,Private,Groundwater,1,1,0,0,0,Plumas
CA1900239   ,TWEEDY LAKE CORP.,,,,,50,Non-Community (Transient),Recreation Area               ,Private,Unknown,2,0,0,0,0,Los Angeles
CA3200159   ,TWENTY MILE HOUSE,KEVIN GAGE, ,530-836-0375   ,,20,Non-Public,,Private,Groundwater,1,1,0,0,0,Plumas
CA3600608   ,TWENTYNINE PALMS INN,JANE  SMITH, ,760-367-3505   ,73950 INN AVTWENTYNINE PALMS CA 92277,500,Non-Community (Transient),Restaurant                    ,Private,Groundwater,2,1,0,0,0,San Bernardino
CA3610049   ,TWENTYNINE PALMS WATER DISTRICT,RAY KOLISZ,OPERATIONS MGR,760-367-7546   ,72401 HATCH ROADTWENTYNINE PALMS CA 92277,18600,Community,Residential Area              ,Local,Groundwater,8061,8,9,0,0,San Bernardino
CA2701768   ,TWIN BRIDGES WS,,,, CASTRROVILLE CA 95012,0,Non-Public,,Private,Groundwater,8,1,0,0,0,Monterey
CA1700580   ,TWIN CREEKS MOBILE AND RV VILLAGE,JANICE NISHIOKA,OWNER,714-325-1539   ,"8130 HWY 53, #1, LOWER LAKE CA 95457",50,Community,Residential Area              ,Private,Groundwater,17,1,1,0,0,Lake
CA4300715   ,TWIN CREEKS PROPERTIES,GILBERT MAROSI, ,650-969-2457   ,"JOHN MINKEL, NEW ALMADEN CA 95042",75,Community,Residential Area              ,Private,Groundwater,51,1,0,0,0,Santa Clara
CA5000071   ,TWIN CYPRESS MOBILE HOME PARK,BOB & SUE JESCHKE, ,209-623-7120   , OAKDALE CA 95361,112,Community,Mobile Home Park              ,Private,Groundwater,45,1,0,0,0,Stanislaus
CA4900710   ,TWIN HILLS SCHOOL DIST-APPLE BLOSSOM SCH,BARBARA BICKFORD,SUPINTENDENT,707-823-0871   ,700 WATERTROUGH ROADSEBASTOPOL CA 95472,400,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,1,0,0,Sonoma
CA4900707   ,TWIN HILLS SCHOOL DIST-TWIN HILLS SCHOOL,BARBARA BICKFORD,SUPINTENDENT,707-823-0871   ,1685 WATERTROUGH ROADSEBASTOPOL CA 95472,400,Non-Transient Non-Community,School                        ,Local,Groundwater,2,1,1,0,0,Sonoma
CA2600505   ,TWIN LAKES ENT.,,,, BRIDGEPORT CA 93517,300,Non-Community (Transient),Residential Area              ,Private,Groundwater,140,3,0,0,0,Mono
CA2600518   ,TWIN LAKES RESORT,,,, BRIDGEPORT CA 93517,100,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,0,0,0,0,Mono
CA3701793   ,TWIN LAKES RESORT,GEORGINA  GONZALEZ, ,619-478-5505   , POTRERO CA 91963,200,Community,Mobile Home Park              ,Private,Groundwater,145,3,0,0,0,San Diego
CA2600718   ,TWIN LAKES STORE,,,, MAMMOTH LAKES CA 93546,50,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,0,0,0,0,Mono
CA3901074   ,TWIN OAKS MOBILE PARK,GERALD SCHWARTZ, ,, LODI CA 95240,255,Community,Mobile Home Park              ,Private,Groundwater,85,2,0,0,0,San Joaquin
CA3400175   ,TWIN PALMS MOTEL,ROBERT  BERTRUM, ,916-691-4666   , SACRAMENTO CA 95823,21,Non-Public,Hotel/Motel                   ,Private,Groundwater,8,1,0,0,0,Sacramento
CA3301690   ,TWIN PINES BOYS RANCH,DUSTY WRIGHT, ,, BANNING CA 92220,70,Community,Institution                   ,Local,Groundwater,15,3,0,0,0,Riverside
CA1500508   ,TWIN PINES MOBILEHOME PARK,EDDIE VAN FOSSEN,OWNER,661-831-3936   ,WEDDING LANE NEAR ROSEDALE HWYBAKERSFIELD CA 93312,92,Community,Mobile Home Park              ,Mixed,Groundwater,40,1,0,0,0,Kern
CA2900578   ,TWIN RIDGES GRIZZLY HILL SCHOOL,JAMES BERARDI, ,,"16661 OLD MILL RD, NORTH SAN JUAN CA 95960",125,Non-Transient Non-Community,School                        ,Local,Groundwater,6,1,0,0,0,Nevada
CA2900593   ,TWIN RIDGES OAK TREE SCHOOL,JAMES BERARDI, ,, NORTH SAN JUAN CA 95960,120,Non-Transient Non-Community,School                        ,Local,Groundwater,8,2,0,0,0,Nevada
CA4300575   ,"TWIN VALLEY, INC.",STEVE HAVENS,OWNER/MANAGER,408-776-0593   ,14295 SYCAMORE DRIVEMORGAN HILL CA 95037,250,Community,Residential Area              ,Private,Groundwater,92,5,0,0,0,Santa Clara
CA3900814   ,TWO RIVERS RV PARK,GEORGE TURKMANY, ,, MANTECA CA 95337,50,Non-Community (Transient),Recreation Area               ,Private,Groundwater,2,1,0,0,0,San Joaquin
CA3200205   ,TWO RIVERS SPORT CAMP,RICHARD SCHWENDINGER,OWNER,408-257-3260   , BLAIRSDEN CA 96103,150,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,2,0,0,0,Plumas
CA2000592   ,TWO TWENTY FOUR MOBILE HOME PK,CHARLES  BORDEN,OWNER,559-877-7083   , NORTH FORK CA 93643,30,Community,Mobile Home Park              ,Unknown,Groundwater,15,1,1,0,0,Madera
CA2800555   ,TWOMEY CELLARS,MARGARET  PETERSEN, ,, CALISTOGA CA 94515,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Napa
CA1700676   ,U-WANNA CAMP,PATTI DEVINE,MANAGER,707-263-6745   ,"2699 SCOTTS CREEK ROAD, LAKEPORT CA 95453",50,Non-Community (Transient),Summer Camp                   ,Private,Groundwater,30,1,0,0,0,Lake
CA1000279   ,U.C. KEARNEY FIELD STATION F,ALAN CARY,SAFETY COORDINATOR,559-646-6000   ,9240 S. RIVERBEND AVEPARLIER CA 93648,250,Non-Transient Non-Community,Other Transient Area          ,State Government,Groundwater,32,2,0,0,0,Fresno
CA0500003   ,U.S. ARMY CORP NEW HOGAN,ALICIA UNSINN, ,209-772-1343   , VALLEY SPRINGS CA 95252,1860,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,2,3,0,0,0,Calaveras
CA2300853   ,U.S. ARMY CORPS-LAKE MENDO (BUSHAY SITE),DAVID SERAFINI,SYSTEM OPERATOR,707-462-7581   ,LAKE MENDOCINOUKIAH CA 95426,2000,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,19,1,1,0,0,Mendocino
CA2300854   ,U.S. ARMY CORPS-LAKE MENDO (KYEN CMPGRD),DAVID SERAFINI,SYSTEM OPERATOR,707-462-7581   ,LAKE MENDOCINOUKIAH CA 95426,1500,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,2,1,0,0,Mendocino
CA2300855   ,U.S. ARMY CORPS-LAKE MENDO(MARINA SITE),DAVID SERAFINI,SYSTEM OPERATOR,707-462-7581   ,LAKE MENDOCINOUKIAH CA 95482,200,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,1,0,0,Mendocino
CA2300856   ,U.S. ARMY CORPS-LAKE MENDO(POMO SITE),DAVID SERAFINI,SYSTEM OPERATOR,707-462-7581   ,LAKE MENDOCINOUKIAH CA 95482,300,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,1,0,0,Mendocino
CA4910702   ,U.S. ARMY CORPS-LAKE SONOMA HEADQUARTERS,JULIAN NAVARRO,MAINTENANCE WORKER,707-431-4542   ,3333 SKAGGS SPRINGS ROADGEYSERVILLE CA 95441,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,10,1,1,0,0,Sonoma
CA4901205   ,U.S. ARMY CORPS-LIBERTY GLEN CAMPGROUND,CARLOS HERNANDEZ,FACILITY ENGINEER,707-431-4550   ,3333 SKAGGS SPRINGS ROADGEYSERVILLE CA 95441,50,Non-Community (Transient),Recreation Area               ,Federal,Surface Water,30,0,1,1,0,Sonoma
CA2810650   ,U.S. BUREAU OF RECLAMATION-LK. BERRYESSA,PETE FUNKHOUSER, ,707-966-2111   ,5520 KNOXVILLE ROADNAPA CA 94558,25,Non-Community (Transient),Recreation Area               ,Federal,Surface Water,18,0,1,1,0,Napa
CA2110011   ,U.S. COAST GUARD - PT. REYES,MARK ROSE, ,415-669-2119   ,17000 SIR FRANCIS DRAKE BLVD.PT. REYES STATION CA 94956,50,Non-Transient Non-Community,Other Residential Area        ,Federal,Groundwater,1,1,1,0,0,Marin
CA4910701   ,U.S. COAST GUARD TRAINING CENTER,MARK WALTON,WATER SYSTEM MANAGER,707-765-7297   ,599 TOMALES ROAD - BUILDING 150PETALUMA CA 94952,1447,Community,Institution                   ,Federal,Groundwater Purchased,154,0,1,0,1,Sonoma
CA1300517   ,U.S. GYPSUM CO,U. S. GYPSUM COMPANY  CA1300517, ,, PLASTER CITY CA 92269,200,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,3,0,0,0,Imperial
CA5610702   ,"U.S.N., SAN NICOLAS ISLAND",ALICIA THOMPSON,WATER PRGM MANAGER,805-982-2969   ,"CHINA LAKE NAVAL AIR STATION, CHINA LAKE CA 93555",250,Community,Other Residential Area        ,Federal,Groundwater under direct influence,110,1,1,0,0,Ventura
CA5710009   ,UC - DAVIS,LEWIS POLLOCK,SUPERINTENDENT,530-752-4474   ,770 SOUTH LA RUE ROADDAVIS CA 95616,40185,Community,School                        ,State Government,Groundwater,983,9,8,0,1,Yolo
CA3200186   ,UC BERKELEY FORESTRY CAMP,JIM SCHABER,CAMP MANAGER,530-283-1290   ,"8091 SCHNEIDER CREEK ROAD, MEADOW VALLEY CA 95956",100,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,1,0,0,0,0,Plumas
CA5401006   ,UC DAVIS-SCHOOL OF VET. MED.,JILL BLACKWELDER-PARKER,ASSO. VICE CHANCELL.,530-752-2599   ,18830 RD 112TULARE CA 93274,70,Non-Transient Non-Community,Institution                   ,Local,Groundwater,17,3,2,0,0,Tulare
CA1300571   ,UC DESERT RESEARCH AND EXTENSION CENTER,FERNANDO MIRAMONTES JR,SUPERINTENDENT,769-356-3060   ,1004 E. HOLTON ROADHOLTVILLE CA 92250,70,Non-Transient Non-Community,Institution                   ,State Government,Surface Water Purchased,18,0,1,0,1,Imperial
CA4100502   ,UC ELKUS RANCH,LESLIE JENSEN,PROGRAM COORDINATOR,650-712-3151   ,"PHYSICAL LOCATION, HALF MOON BAY CA 94019",66,Non-Community (Transient),Summer Camp                   ,State Government,Surface Water,6,0,1,1,0,San Mateo
CA3600772   ,UCLA UNICAMP,WALLY  WYRICK, ,310-206-2267   , ANGELES OAKS CA 92305,1000,Non-Community (Transient),Summer Camp                   ,Private,Surface Water,8,0,1,1,0,San Bernardino
CA4300995   ,UESUGI FARMS,JOSEPH AIELLO,PRESIDENT,408-842-1294   ,1020 STATE HIGHWAY 25GILROY CA 95037,40,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Santa Clara
CA2310003   ,"UKIAH, CITY OF",TIM ERIKSEN,DIR. OF PUBLIC WORKS,707-463-6280   ,935 RIVER STREETUKIAH CA 95482,16185,Community,Residential Area              ,Local,Surface Water,4781,3,6,1,0,Mendocino
CA5500037   ,UNDERWOOD ACRES MWC,,,,,0,Unknown,Residential Area              ,Private,Unknown,9,0,0,0,0,Tuolumne
CA2702624   ,UNI-KOOL WS,BOB BELLEW, ,831-424-4811   , SALINAS CA 93901,180,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,6,2,1,0,0,Monterey
CA3500825   ,UNION HEIGHTS MWC,CHARLES THOMPSON,BOARD PRESIDENT,,"430 UNION HEIGHTS DRIVE, HOLLISTER CA 95024",98,Community,Residential Area              ,Private,Groundwater,29,2,2,0,0,San Benito
CA4900936   ,UNION HOTEL,FRANK GONNELLA,BILLING (MANAGER),707-874-3555   ,3703 MAIN STREETOCCIDENTAL CA 95465,350,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,3,1,0,0,Sonoma
CA1500371   ,UNION PACIFIC RAILROAD CO.-KEENE WATER,PETE OWEN,BRIDGE SUPERVISOR,916-789-5632   ,"2015 S. WILLOW AVENUE, BLOOMINGTON CA 92316",147,Community,Residential Area              ,Private,Groundwater Purchased,25,0,1,0,0,Kern
CA3600314   ,UNION PACIFIC RR / KELSO,,,,KELBAKER RDBAKER CA 92309,25,Non-Public,Residential Area              ,Private,Groundwater,8,2,0,0,0,San Bernardino
CA3600316   ,UNION PACIFIC RR / YERMO,RS  LAMB, ,909-879-6251   , YERMO CA 92398,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,3,1,0,0,0,San Bernardino
CA3900593   ,UNION POINT MARINA BAR & GRILL INC,BRADLEY KENT, ,,14201 W HWY 4STOCKTON CA 95206,25,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA0510001   ,UNION PUBLIC UTILITY DISTRICT,WILLIAM ELTRINGHAM,FIELD MANAGER,209-728-3651   ,339 MAIN STREETMURPHYS CA 95247,4300,Community,Residential Area              ,Local,Surface Water,1521,0,1,1,0,Calaveras
CA5400873   ,UNION SCHOOL (CHARTER ALTERNATIVES),JOE HALEY,MAINTENANCE DIRECTOR,559-730-7589   ,28050 RD 148VISALIA CA 93292,345,Non-Transient Non-Community,School                        ,Local,Groundwater,8,1,0,0,0,Tulare
CA5700773   ,UNITARIAN CHURCH OF DAVIS,SALLY  BESSER, ,530-753-2581   , DAVIS CA 95616,250,Non-Transient Non-Community,Institution                   ,Private,Groundwater,3,1,0,0,0,Yolo
CA2702736   ,UNITARIAN UNIVERSALIST CHURCH WS,RITA LOCKE, ,831-624-7404   ,,50,Non-Community (Transient),Institution                   ,Private,Groundwater,1,1,0,0,0,Monterey
CA5000484   ,UNITED PALLET SERVICES INC WATER SYSTEM,WAYNE C RANDALL, ,209-538-5844   , MODESTO CA 95358,45,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,5,1,0,0,0,Stanislaus
CA0500009   ,UNITED PARCEL SERVICE,MICHAEL FROST, ,209-857-0323   , ANGELS CAMP CA 95222,75,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Calaveras
CA4500315   ,UNITED PARCEL SVC - ANDERSON,JEANETTE HOPKINS, ,510-453-2090   , ANDERSON CA 96007,150,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Shasta
CA2000790   ,UNITED PARK INC.,AHMED  WASEEM,OWNER,559-665-4146   , CHOWCHILLA CA 93610,100,Non-Community (Transient),Service Station               ,Mixed,Groundwater,1,1,0,0,0,Madera
CA4901269   ,UNITED RENTALS,GRANT ZOLDOWSKI,CORPORATE OFFICE,303-286-4394   ,3939 SOUTH MOORLAND AVENUESANTA ROSA CA 95407,30,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,2,1,1,0,0,Sonoma
CA5700741   ,UNITED TRAVEL PLAZA,SEHGAL  RAKESH, ,530-661-9266   , DUNNIGAN CA 95937,200,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Yolo
CA5610046   ,UNITED WTR CONS DIST,MIKE SOLOMON,GENERAL MANAGER,805-525-4431   ,106 N. 8TH STREETSANTA PAULA CA 93060,0,Community,Wholesaler (Sells Water)      ,Local,Surface Water,15,13,4,1,0,Ventura
CA3200059   ,UNIVERSITY OF EARTH,RICH SILVER,OWNER,530-368-6325   ,64274 HWY 70CROMBERG CA 96103,14,Non-Public,Recreation Area               ,Private,Groundwater,7,1,0,0,0,Plumas
CA4800596   ,UPCO,LORI ELDER,"MANAGER, EH&S",707-399-1895   ,3530 BRANSCOMBE RDSUISUN CITY CA 94585,240,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,18,1,1,0,0,Solano
CA3610050   ,"UPLAND, CITY OF",ROSEMARY HOERNING,PUBLIC WORKS DIR,909-291-2931   ,1370 N. BENSONUPLAND CA 91786,78791,Community,Residential Area              ,Local,Surface Water,18370,9,10,1,4,San Bernardino
CA1500593   ,UPLANDS OF THE KERN MUTUAL WATER COMPANY,JOE TORRES,BOARD PRESIDENT,, BAKERSFIELD CA 93389,80,Community,Residential Area              ,Private,Groundwater,20,1,1,0,0,Kern
CA0901285   ,UPPER 34 MILESTONE TRACT,RON  ADAMS, ,916-753-2717   , POLLOCK PINES CA 95726,24,Non-Public,Other Residential Area        ,Mixed,Groundwater,12,1,0,0,0,El Dorado
CA1000014   ,UPPER DEER CREEK TRACT,PETE JOHNSON, ,,HIGHWAY 168 & DEER CREEK RDLAKESHORE CA 93634,70,Non-Community (Transient),Residential Area              ,Private,Groundwater,19,0,0,0,0,Fresno
CA1710009   ,UPPER LAKE COUNTY WATER DISTRICT,RACHELLE HENRY,WATERMASTER,707-275-3232   ,"9471 MAIN STREET, UPPER LAKE CA 95485",989,Community,Secondary Residences          ,Local,Groundwater,407,2,2,0,0,Lake
CA1000076   ,UPPER LINE CREEK IMPRVMNT ASSN,LINDA BIBB,PRESIDENT,,LINE CREEK & HUNTINGTON LHUNTINGTON LAKE CA 93629,150,Non-Community (Transient),Residential Area              ,Private,Groundwater,33,2,0,0,0,Fresno
CA3600446   ,UPPER LITTLE BEAR MOUNTAIN CLUB,,,,LITTLE BEAR RDBLUE JAY CA 92317,25,Community,Residential Area              ,Private,Groundwater,36,1,0,0,1,San Bernardino
CA1400194   ,UPPER SAGE FLAT CAMPGROUND,INYO RECREATION ENTE  CA1400194, ,, BIG PINE CA 93513,28,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,7,1,0,0,0,Inyo
CA3301696   ,UPPER SAN JUAN CAMPGROUND-USFS,JAKE RODRIGUEZ, ,, ELSINORE CA 92530,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,2,3,0,0,0,Riverside
CA2800020   ,UPPER VALLEY DISPOSAL SERVICE,BOB PESTONI,OWNER,707-963-7319   ,,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0, 
CA4000743   ,UPS - SAN LUIS OBISPO,CHRIS  KANIA, ,, SAN LUIS OBISPO CA 93401,35,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,San Luis Obispo
CA4901373   ,UPTICK VINEYARDS,ROBIN BLACK,OWNER,707-566-9153   ,779 WESTSIDE ROADHEALDSBURG CA 95448,53,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,1,0,0,Sonoma
CA4900722   ,URJ CAMP NEWMAN,RUBEN ARQUILEVICH,EXECUTIVE DIRECTOR,415-392-7080   ,4088 PORTER CREEK ROADSANTA ROSA CA 95404,600,Non-Community (Transient),Recreation Area               ,Private,Groundwater under direct influence,63,2,2,0,0,Sonoma
CA3610705   ,US ARMY - FORT IRWIN,MUHAMMAD BARI,DIRECTOR PUBLIC WKS,760-380-3433   ,"BLDG 602, FIFTH ST.FORT IRWIN CA 92310",16000,Community,Other Residential Area        ,Federal,Groundwater,6166,8,5,0,0,San Bernardino
CA1000085   ,US ARMY CORPS/ISLAND PARK,MICHAEL ERSKINE,MAINTENANCE SUPERVIS,559-787-2589   ,"TRIMMER SPRINGS,32000 BLKPIEDRA CA 93649",75,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,1,0,0,0,Fresno
CA1000083   ,US ARMY CORPS/TRIMMER CAMPGROUND,MICHAEL ERSKINE,MAINTENANCE SUPERVIS,559-787-2589   ,38799 TRIMMER SPRINGS RDSANGER CA 93657,100,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,1,0,0,0,Fresno
CA5800913   ,US PIPE FABRICATION,HUMBERTO CARBAJAL, ,530-742-5171   , ARBOGA CA 95818,50,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,28,1,0,0,0,Yuba
CA5403011   ,USA PETRO SUPER STOP,RANJIT NAGRA, ,559-897-5031   , KINGSBURG CA 93631,25,Non-Community (Transient),Restaurant                    ,Private,Groundwater,2,1,0,0,0,Tulare
CA1000467   ,USA WASTE OF CALIFORNIA,KEN MAXEY,DIST. MANAGER,559-834-2265   ,4333 E JEFFERSONFRESNO CA 93725,50,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,4,1,1,0,0,Fresno
CA5500265   ,USBR-ADMIN CENTER,ROBERT LAFLEUR,RESOURCE MANAGER,209-536-9094   ,6850 STUDHORSE FLAT RDSONORA CA 95370,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,1,1,0,0,Tuolumne
CA0110650   ,USBR-SLDMWA - CVP JONES PUMPING PLANT,PAUL STEARNS,OPERATIONS MANAGER,209-832-6240   ,15990 KELSO ROADBYRON CA 94514-1916,90,Non-Transient Non-Community,Industrial/Agricultural       ,Federal,Surface Water,1,0,1,1,0,Alameda
CA5500010   ,USBR/TUTTLETOWN REC AREA,ROBERT LAFLEUR,RESOURCE MANAGER,209-536-9094   ,,1000,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,11,1,1,0,0,Tuolumne
CA1000565   ,USDA AGRICULTURAL RESEARCH SERVICE,KENNETH UPSHAW,SAFETY MANAGER,559-596-2969   ,9611 S RIVERBENDPARLIER CA 93648,130,Non-Transient Non-Community,Other Area                    ,Federal,Groundwater,1,1,0,0,0,Fresno
CA1000116   ,USDA-FOREST SERVICE HUME LAKE CAMPGROUND,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,HUME LAKEHUME LAKE CA 93628,500,Non-Community (Transient),Recreation Area               ,Federal,Surface Water Purchased,23,0,0,0,1,Fresno
CA1000122   ,USDA-FOREST SERVICE PRINCESS CAMPGROUND,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,HIGHWAY 180 & INDIAN BASI RDPINEHURST CA 93657,550,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,19,1,0,0,0,Fresno
CA1000613   ,USDA-FS LANDSLIDE/LOGGER/ASPEN CAMPS,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"GROUP CAMP IN SEQUOIA NATL FOREST -,       ",25,Non-Community (Transient),Summer Camp                   ,Federal,Groundwater,9,1,0,0,0,Fresno
CA1000542   ,USED PALLET COMPANY,JEFFREY SEIB, ,559-264-6664   ,4115 S ORANGE AVEFRESNO CA 93725,60,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Fresno
CA4500310   ,USFS - AH-DI-NA CAMPGROUND,CAROLYN NAPPER,DISTRICT RANGER,530-926-9620   , MCCLOUD CA 96057,85,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,6,1,0,0,0,Shasta
CA4500259   ,USFS - ANTLERS CAMPGROUND,LESLIE YEN, ,530-242-5500   , LAKEHEAD CA 96051,100,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,20,1,0,0,0,Shasta
CA1502689   ,USFS - CAMP 9,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,4 MI S/O KERNVILLE ON SIERRA WAYKERNVILLE CA 93238,166,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,24,1,0,0,0,Kern
CA5601721   ,USFS - CHUCHUPATE RANGER STATION,KEN HEFFNER,FOREST SUPERVISOR,805-961-5778   ,34580 LOCKWOOD VALLEY ROADFRAZIER PARK CA 93225,26,Non-Transient Non-Community,Other Transient Area          ,Federal,Groundwater,10,1,1,0,0,Ventura
CA2210932   ,USFS - DRY GULCH/DIRT FLAT CAMPGROUND,MICHELLE FEUERSTEIN, ,559-642-3212   , PRATHER CA 93651,55,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,4,1,0,0,0,Mariposa
CA1502686   ,USFS - FRENCH GULCH CAMPGROUND WS,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   , LAKE ISABELLA CA 93240,42,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,5,1,0,0,0,Kern
CA1502575   ,USFS - FULTON WORK CENTER,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,9167 HIGHWAY 155GLENVILLE CA 93240,42,Non-Community (Transient),Secondary Residences          ,Federal,Groundwater,10,1,0,0,0,Kern
CA4500262   ,USFS - GREGORY CREEK CAMP,LESLIE YEN, ,530-242-5500   , LAKEHEAD CA 96051,75,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,6,1,0,0,0,Shasta
CA5500016   ,USFS - GROVELAND RANGER STN.,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"USFS - GROVELAND RANGER STN., GROVELAND CA 95321",30,Non-Transient Non-Community,Other Area                    ,Federal,Groundwater,23,1,0,0,0,Tuolumne
CA1502572   ,USFS - HAVILAH WORK CENTER,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"CALIENTE RD., BODFISHBODFISH CA 93240",28,Non-Transient Non-Community,Recreation Area               ,Federal,Groundwater,5,1,0,0,0,Kern
CA4500271   ,USFS - JENN/ELLERY/PPT/MCCLOUD,LESLIE YEN, ,530-242-5500   , LAKEHEAD CA 96051,100,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,33,1,0,0,0,Shasta
CA1502685   ,USFS - LK ISABELLA OFFICE WATER SYSTEM,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,4875 PONDEROSA DRIVELAKE ISABELLA CA 93240,45,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,5,1,0,0,0,Kern
CA4500273   ,USFS - MARINERS PT/SKI ISLAND,LESLIE YEN, ,530-242-5500   , REDDING CA 96003,60,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,3,1,0,0,0,Shasta
CA1503319   ,USFS - OLD ISABELLA AUXILIARY DAM WS,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   , LAKE ISABELLA CA 93240,1320,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,7,1,0,0,0,Kern
CA4500265   ,USFS - PACKERS BAY PICNIC AREA,LESLIE YEN, ,530-242-5500   , LAKEHEAD CA 96051,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,4,1,0,0,0,Shasta
CA1503105   ,USFS - SANDY FLAT CAMPGROUND WS,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   , LAKE ISABELLA CA 93240,204,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,10,1,1,0,0,Kern
