"","OBJECTID","PWSID","POPSV_R","PWSName","BoundarySo","WaterUsed","coords.x1","coords.x2","optional"
"2509",2509,"3610063",2604,"GOLDEN STATE WATER CO - MORONGO DEL SUR","WBT","Ground",314735.947799999,-434579.9051,TRUE
"2510",2510,"3610064",70000,"EAST VALLEY WATER DISTRICT","WBT","Both",257331.6697,-428041.828,TRUE
"2511",2511,"3610073",24051,"HI DESERT WD","WBT","Ground",327771.154899999,-423333.1931,TRUE
"2512",2512,"3610105",2254,"GOLDEN STATE WATER CO - APPLE VLY NORTH","WBT","Ground",260247.109900001,-380443.4691,TRUE
"2513",2513,"3610107",6029,"GOLDEN STATE WATER CO - APPLE VLY SOUTH","WBT","Ground",258454.541000001,-390399.0245,TRUE
"2514",2514,"3610108",990,"GOLDEN STATE WATER CO - LUCERNE","WBT","Ground",279177.869199999,-396311.631,TRUE
"2515",2515,"3610109",2650,"SHEEP CREEK WATER COMPANY","WBT","Ground",223325.7311,-396307.7081,TRUE
"2516",2516,"3610112",8000,"HELENDALE COMMUNITY SERVICE DISTRICT","WBT","Ground",243478.9925,-360215.1722,TRUE
"2517",2517,"3610114",4000,"CLAWA","WBT","Surface",250797.7918,-414482.5326,TRUE
"2518",2518,"3610121",12477,"SBDNO COUNTY SERVICE AREA 64","WBT","Ground",251194.171599999,-388438.2212,TRUE
"2519",2519,"3610125",10111,"SBNDO COUNTY SERVICE AREA 70J","WBT","Ground",238526.839699998,-399751.3908,TRUE
"2520",2520,"3610703",28760,"USMC - 29 PALMS","WBT","Ground",370450.123,-417974.0596,TRUE
"2521",2521,"3610705",16000,"US ARMY FORT IRWIN","WBT","Ground",275020.902800001,-333086.5734,TRUE
"2522",2522,"3610850",10667,"CALIFORNIA INSTITUTION FOR MEN","WBT","Ground",210031.807799999,-442180.3362,TRUE
"2523",2523,"3700897",100,"GUATAY MUTUAL BENEFIT CORPORATION","WBT","Ground",323876.893100001,-568114.6201,TRUE
"2524",2524,"3700923",700,"LAKE MORENA OAK SHORES MW CO.","WBT","Ground",327442.321199998,-586246.9817,TRUE
"2525",2525,"3700934",120,"PAUMA VALLEY MUTUAL WATER COMPANY","WBT","Both",278967.770500001,-513683.2197,TRUE
"2526",2526,"3701408",260,"YUIMA MUNICIPAL WATER DISTRICT","WBT","Both",281270.266100001,-517297.2705,TRUE
"2527",2527,"3701760",60,"LAKE MORENA TRAILER RESORT","WBT","Ground",327905.836199999,-586832.7435,TRUE
"2528",2528,"3710002",94871,"VALLECITOS WD","WBT","Surface",263973.4833,-536257.9572,TRUE
"2529",2529,"3710004",4161,"DEL MAR - CITY OF","WBT","Surface",256197.857099999,-557485.303,TRUE
"2530",2530,"3710005",84838,"CARLSBAD MWD","WBT","Surface",252898.5429,-538476.3764,TRUE
"2531",2531,"3710006",147000,"ESCONDIDO, CITY OF","WBT","Both",274785.039500002,-538508.2396,TRUE
"2532",2532,"3710008",32000,"FALLBROOK PUD","WBT","Both",259872.445700001,-512888.0451,TRUE
"2533",2533,"3710009",870,"DESCANSO COMMUNITY WD","WBT","Ground",317154.6336,-566928.7046,TRUE
"2534",2534,"3710010",267922,"HELIX WATER DISTRICT","WBT","Both",283968.984299999,-576905.7097,TRUE
"2535",2535,"3710011",500,"JACUMBA COMMUNITY SD","WBT","Ground",358103.923700001,-592138.6197,TRUE
"2536",2536,"3710013",42200,"LAKESIDE WD","WBT","Both",293019.6921,-566514.964,TRUE
"2537",2537,"3710014",169319,"OCEANSIDE, CITY OF","WBT","Both",251093.317200001,-528507.8092,TRUE
"2538",2538,"3710015",47783,"POWAY - CITY OF","WBT","Surface",277575.773800001,-554029.9839,TRUE
"2539",2539,"3710018",24545,"RINCON DEL DIABLO MWD (ID-1)","WBT","Surface",269907.705600001,-540658.518,TRUE
"2540",2540,"3710019",40000,"RAMONA MUNICIPAL WD","WBT","Both",290585.7925,-549447.9301,TRUE
"2541",2541,"3710020",1307402,"SAN DIEGO - CITY OF","WBT","Both",268973.431600001,-571180.0158,TRUE
"2542",2542,"3710021",38500,"SAN DIEGUITO WD","WBT","Surface",254061.34,-547819.2106,TRUE
"2543",2543,"3710023",21081,"SANTA FE I.D.","WBT","Surface",260583.6842,-549417.4238,TRUE
"2544",2544,"3710025",177630,"SWEETWATER AUTHORITY","WBT","Both",280497.000700001,-592246.2582,TRUE
"2545",2545,"3710026",25450,"VALLEY CENTER MWD","WBT","Both",274916.760299999,-525608.0197,TRUE
"2546",2546,"3710027",147000,"VISTA IRRIGATION DISTRICT","WBT","Both",259140.753199998,-531823.6901,TRUE
"2547",2547,"3710029",63000,"OLIVENHAIN MWD","WBT","Surface",268335.518100001,-547783.538,TRUE
"2548",2548,"3710034",191500,"OTAY WATER DISTRICT","WBT","Both",290305.912700001,-579025.474,TRUE
"2549",2549,"3710036",2535,"BORREGO WD","WBT","Both",340217.557300001,-521542.3955,TRUE
"2550",2550,"3710037",96589,"PADRE DAM MWD","WBT","Surface",294199.059999999,-570182.0827,TRUE
"2551",2551,"3710039",1500,"PINE VALLEY MUTUAL WC","WBT","Ground",325471.219799999,-570016.9605,TRUE
"2552",2552,"3710041",1964,"MAJESTIC PINES COMMUNITY SD","WBT","Ground",319606.223299999,-543096.1478,TRUE
"2553",2553,"3710044",3435,"RINCON DEL DIABLO MWD (ID-A)","WBT","Surface",276310.006499998,-544108.9427,TRUE
"2554",2554,"3710318",4,"SAN PASQUAL BATTLEFIELD STATE PARK","WBT","Ground",281404.980500001,-544456.0289,TRUE
"2555",2555,"3710700",5200,"CAMP PENDLETON (NORTH)","WBT","Both",237072.7621,-505744.8658,TRUE
"2556",2556,"3710702",10616,"CAMP PENDLETON (SOUTH)","WBT","Both",250083.790800001,-520472.1764,TRUE
"2557",2557,"3810011",802650,"SFPUC CITY DISTRIBUTION DIVISION","WBT","Both",-214915.9222,-26764.3971999995,TRUE
"2558",2558,"3810700",3000,"PRESIDIO OF SAN FRANCISCO","WBT","Both",-217041.1085,-21773.8814000003,TRUE
"2559",2559,"3900559",40,"WINE COUNTRY APARTMENTS","WBT","Ground",-110094.0363,16913.9200999998,TRUE
"2560",2560,"3900624",160,"WEST LANE MOBILE HOME PARK","WBT","Ground",-112615.065400001,7582.62539999932,TRUE
"2561",2561,"3900649",100,"GLENWOOD MOBILE HOME PARK","WBT","Ground",-104243.364599999,-2223.13709999993,TRUE
"2562",2562,"3900653",150,"ISLANDER MARINA","WBT","Ground",-113490.421300001,-26555.8463000003,TRUE
"2563",2563,"3900705",55,"FINNLEES TRAILER PARK","WBT","Ground",-110434.9734,4251.0736999996,TRUE
"2564",2564,"3900831",340,"ARBOR MOBILE HOME PARK WS","WBT","Ground",-110154.931200001,16948.0855999999,TRUE
"2565",2565,"3900844",75,"COUNTRY MANOR MHP","WBT","Ground",-103250.405200001,14250.2063999996,TRUE
"2566",2566,"3900907",150,"BEL AIR MOBILE ESTATE","WBT","Ground",-108242.734999999,-73.4649000000209,TRUE
"2567",2567,"3910001",185346,"CALIFORNIA WATER SERVICE - STOCKTON","WBT","Both",-112102.0711,-5473.71859999932,TRUE
"2568",2568,"3910003",7137,"ESCALON, CITY OF","WBT","Ground",-87607.688099999,-24435.7675000001,TRUE
"2569",2569,"3910004",63395,"LODI, CITY OF","WBT","Both",-112287.611000001,13089.2329999991,TRUE
"2570",2570,"3910005",66451,"MANTECA, CITY OF","WBT","Both",-108423.893399999,-23843.8741999995,TRUE
"2571",2571,"3910006",50,"STOCKTON EAST WATER DISTRICT","WBT","Both",-94592.3280999996,-3509.30939999968,TRUE
"2572",2572,"3910007",14915,"RIPON, CITY OF","WBT","Ground",-99588.7025999986,-29793.9781999998,TRUE
"2573",2573,"3910008",2500,"LOCKEFORD COMMUNITY SERV. DIST.","WBT","Ground",-100793.316300001,16215.9771999996,TRUE
"2574",2574,"3910011",82000,"TRACY, CITY OF","WBT","Both",-126741.9551,-30919.4416000005,TRUE
"2575",2575,"3910012",171687,"CITY OF STOCKTON","WBT","Both",-114993.183600001,-2543.60469999909,TRUE
"2576",2576,"3910015",12427,"CITY OF LATHROP","WBT","Both",-112448.5962,-20755.1526999995,TRUE
"2577",2577,"3910701",1256,"DEFENSE DISTRIB. DEPOT, SHARPE SITE","WBT","Ground",-111514.4703,-18796.3143000007,TRUE
"2578",2578,"4000203",10,"IRISH HILLS MUTUAL WATER CO","WBT","Ground",-64768.5872999988,-305517.2265,TRUE
"2579",2579,"4000222",400,"AVILA BEACH COMM SERVICE DIST","WBT","Surface",-66188.9668999985,-315089.3154,TRUE
"2580",2580,"4000512",200,"BELLA VISTA MOBILE LODGE","WBT","Ground",-82381.6761000007,-284693.2035,TRUE
"2581",2581,"4000568",499,"SAN SIMEON CSD","WBT","Ground",-103571.2454,-266429.3723,TRUE
"2582",2582,"4000648",84,"KEN MAR GARDENS","WBT","Ground",-53720.3907000013,-323277.9795,TRUE
"2583",2583,"4000653",250,"RANCHO COLINA MOBILE HOME PARK","WBT","Ground",-76223.4505999982,-291477.1281,TRUE
"2584",2584,"4000654",75,"RESTHAVEN MOBILE HOME PARK","WBT","Ground",-65932.4285000004,-262842.0468,TRUE
"2585",2585,"4010001",16901,"ARROYO GRANDE, WATER DEPARTMENT","WBT","Both",-53247.7573999986,-321246.8942,TRUE
"2586",2586,"4010002",30009,"ATASCADERO MUTUAL WATER CO","WBT","Both",-62006.3266999982,-282211.9063,TRUE
"2587",2587,"4010004",13132,"GROVER BEACH WATER DEPARTMENT","WBT","Both",-56305.4541999996,-321636.3552,TRUE
"2588",2588,"4010005",7600,"OCEANO COMM SERVICES DIST.","WBT","Both",-55838.4913000017,-323523.7445,TRUE
"2589",2589,"4010006",954,"PASO ROBLES BEACH WATER ASSN","WBT","Both",-81324.1530999988,-285663.5512,TRUE
"2590",2590,"4010007",30072,"PASO ROBLES WATER DEPARTMENT","WBT","Both",-59549.2650999986,-263996.4265,TRUE
"2591",2591,"4010008",8640,"PISMO BEACH WATER DEPARTMENT","WBT","Both",-59193.3958999999,-318386.2667,TRUE
"2592",2592,"4010009",45119,"SAN LUIS OBISPO WATER DEPARTMENT","WBT","Both",-59928.0089999996,-298854.7237,TRUE
"2593",2593,"4010010",2336,"SAN MIGUEL COMMUNITY SERVICES DISTRICT","WBT","Ground",-62134.7776000015,-251464.2336,TRUE
"2594",2594,"4010011",10234,"MORRO BAY WATER DEPARTMENT","WBT","Both",-77068.9149000011,-293327.0558,TRUE
"2595",2595,"4010012",3100,"HERITAGE RANCH CSD","WBT","Surface",-78298.8847999983,-253642.3241,TRUE
"2596",2596,"4010014",6200,"CAMBRIA COMM SERVICES DIST","WBT","Ground",-99051.3313000016,-272047.5023,TRUE
"2597",2597,"4010015",700,"MORRO ROCK MUTUAL WATER CO","WBT","Both",-81637.6638000011,-285026.315,TRUE
"2598",2598,"4010016",7657,"LOS OSOS COMMUNITY SERVICES DISTRICT","WBT","Ground",-75541.695700001,-298878.4424,TRUE
"2599",2599,"4010017",8821,"GOLDEN STATE WATER COMPANY - LOS OSOS","WBT","Ground",-76165.1680999994,-300432.7428,TRUE
"2600",2600,"4010018",4881,"GOLDEN STATE WATER COMPANY - NIPOMO","WBT","Both",-45518.2487999983,-333155.6671,TRUE
"2601",2601,"4010019",6500,"TEMPLETON CSD","WBT","Ground",-64805.4195999987,-273269.388,TRUE
"2602",2602,"4010023",1973,"GOLDEN STATE WATER COMPANY - EDNA","WBT","Ground",-56969.9886000007,-310225.214,TRUE
"2603",2603,"4010026",10871,"NIPOMO COMM SERVICES DIST","WBT","Ground",-46048.1383000016,-330208.0315,TRUE
"2604",2604,"4010081",900,"WOODLANDS DEVELOPMENT","WBT","Ground",-50307.0097000003,-331679.0276,TRUE
"2605",2605,"4010832",2500,"ATASCADERO STATE HOSPITAL","WBT","Ground",-57456.5102999993,-283788.8697,TRUE
"2606",2606,"4100503",150,"BUTANO CANYON MUTUAL","WBT","Surface",-205820.215500001,-84399.8058000002,TRUE
"2607",2607,"4100510",43,"REDWOOD TERRACE MUTUAL","WBT","Surface",-203010.4823,-75589.1177999992,TRUE
"2608",2608,"4100512",65,"LOMA MAR MUTUAL","WBT","Surface",-204494.2468,-80427.9364,TRUE
"2609",2609,"4100515",100,"MARTINS BEACH WATER SYSTEM","WBT","Both",-212850.995999999,-68476.6044999994,TRUE
"2610",2610,"4100517",450,"MENLO COLLEGE","WBT","Ground",-193649.3649,-60171.4092999995,TRUE
"2611",2611,"4100539",66,"KINGS MOUNTAIN PARK MUTUAL","WBT","Surface",-205019.102600001,-63867.5656000003,TRUE
"2612",2612,"4100555",147,"PORTOLA IMPROVEMENT ASSOCIATION","WBT","Both",-195122.154100001,-81520.5329999998,TRUE
"2613",2613,"4100582",450,"COUNTY SERVICE AREA 11","WBT","Ground",-211153.1768,-82240.1482999995,TRUE
"2614",2614,"4110002",3000,"CITY OF BRISBANE","WBT","Surface",-211813.5891,-34041.8286000006,TRUE
"2615",2615,"4110003",29867,"CITY OF BURLINGAME","WBT","Surface",-208761.323100001,-45590.1152999997,TRUE
"2616",2616,"4110005",443,"GUADALUPE VALLEY MID","WBT","Surface",-212782.847100001,-33387.3045000006,TRUE
"2617",2617,"4110006",66470,"CALIFORNIA WATER SERVICE - BEAR GULCH","WBT","Both",-196417.5255,-63190.8147999998,TRUE
"2618",2618,"4110007",29720,"CALIFORNIA WATER SERVICE - SAN CARLOS","WBT","Surface",-200262.689300001,-56036.3534999993,TRUE
"2619",2619,"4110008",93373,"CALIFORNIA WATER SERVICE - SAN MATEO","WBT","Both",-203964.074200001,-50357.2754999995,TRUE
"2620",2620,"4110009",56110,"CALIFORNIA WATER SERVICE-S SAN FRANCISCO","WBT","Both",-213799.861300001,-36895.5445000008,TRUE
"2621",2621,"4110011",18871,"COASTSIDE COUNTY WATER DISTRICT","WBT","Both",-216365.148499999,-55728.8212000001,TRUE
"2622",2622,"4110012",750,"CUESTA LA HONDA GUILD, INC.","WBT","Both",-200837.084899999,-75153.2572000008,TRUE
"2623",2623,"4110013",102593,"CITY OF DALY CITY","WBT","Both",-218127.338500001,-33923.8749000002,TRUE
"2624",2624,"4110016",11328,"HILLSBOROUGH WATER DEPT.","WBT","Surface",-208020.9187,-48448.0219999999,TRUE
"2625",2625,"4110017",14139,"CITY OF MENLO PARK","WBT","Both",-193928.7192,-62432.9003999997,TRUE
"2626",2626,"4110018",21500,"CITY OF MILLBRAE","WBT","Both",-211860.139799999,-43680.0489000008,TRUE
"2627",2627,"4110019",3128,"O'CONNOR TRACT CO-OPERATIVE WATER CO.","WBT","Ground",-189776.1622,-59595.4703000002,TRUE
"2628",2628,"4110020",2500,"PALO ALTO PARK MUTUAL WATER COMPANY","WBT","Ground",-189618.4416,-58844.2473000009,TRUE
"2629",2629,"4110021",35000,"ESTERO MUNICIPAL IMPROVEMENT DISTRICT","WBT","Surface",-199959.8983,-49159.8620999996,TRUE
"2630",2630,"4110022",84557,"CITY OF REDWOOD CITY","WBT","Surface",-196994.4098,-56521.4201999996,TRUE
"2631",2631,"4110023",40165,"CITY OF SAN BRUNO","WBT","Both",-214413.8223,-40784.1331999991,TRUE
"2632",2632,"4110028",1000,"PILLAR RIDGE MHP (FORMER EL GRANADA MHP)","WBT","Ground",-220610.1643,-53530.2618000004,TRUE
"2633",2633,"4200560",200,"SISQUOC #1","WBT","Ground",-26861.9145999998,-350077.2056,TRUE
"2634",2634,"4200619",294,"SANTA YNEZ RANCHO ESTATES MWC OS","WBT","Ground",-2638.71189999953,-376258.7028,TRUE
"2635",2635,"4200800",125,"EAST VALLEY FARMS MUTUAL WATER","WBT","Ground",-35806.1185999997,-345619.293,TRUE
"2636",2636,"4210001",17000,"CARPINTERIA VALLEY WATER DISTRICT","WBT","Both",45147.7206999995,-400163.4836,TRUE
"2637",2637,"4210002",1800,"LOS ALAMOS COMMUNITY SER DIST","WBT","Ground",-25285.2080000006,-363796.9309,TRUE
"2638",2638,"4210004",87000,"GOLETA WATER DISRICT","WBT","Both",13965.2806000002,-396149.1685,TRUE
"2639",2639,"4210005",550,"SAN VICENTE WATER COMPANY","WBT","Ground",21702.3740000017,-396460.178,TRUE
"2640",2640,"4210006",39151,"LOMPOC-CITY WATER UTILITY DIV","WBT","Both",-42126.2950000018,-373946.3308,TRUE
"2641",2641,"4210007",13500,"MONTECITO WATER DIST","WBT","Both",35788.9517999999,-397480.0675,TRUE
"2642",2642,"4210009",820,"CUYAMA COMMUNITY SERVICES DISTRICT","WBT","Ground",28821.9452,-341462.2436,TRUE
"2643",2643,"4210010",91754,"CITY OF SANTA BARBARA WATER DEPARTMENT","WBT","Both",26550.0056999996,-398524.0909,TRUE
"2644",2644,"4210011",100199,"SANTA MARIA WATER DEPARTMENT","WBT","Both",-39765.4675999992,-341149.0117,TRUE
"2645",2645,"4210013",5283,"SOLVANG WATER DIVISION","WBT","Both",-12847.0511999987,-380282.7614,TRUE
"2646",2646,"4210016",36953,"GOLDEN STATE WATER COMPANY - ORCUTT","WBT","Ground",-38989.1631999984,-349390.5445,TRUE
"2647",2647,"4210017",6497,"VANDENBERG VILLAGE COMM. SERV. DIST.","WBT","Ground",-42449.7793000005,-367691.0653,TRUE
"2648",2648,"4210018",4878,"BUELLTON WATER DEPARTMENT","WBT","Both",-17925.3244999982,-377917.8799,TRUE
"2649",2649,"4210019",3200,"MISSION HILLS CSD","WBT","Ground",-40568.1882000007,-369950.6004,TRUE
"2650",2650,"4210020",6737,"SANTA YNEZ RIVER WATER CONS. DIST. ID#1","WBT","Both",-9375.31579999998,-377134.9431,TRUE
"2651",2651,"4210021",1515,"GOLDEN STATE WATER COMPANY - TANGLEWOOD","WBT","Both",-44360.2226000018,-346512.6398,TRUE
"2652",2652,"4210022",686,"GOLDEN STATE WATER COMPANY - LAKE MARIE","WBT","Ground",-33680.9814000018,-349782.4642,TRUE
"2653",2653,"4210024",4900,"LA CUMBRE MUTUAL WATER CO","WBT","Both",21139.0183999985,-399010.8418,TRUE
"2654",2654,"4210700",6763,"VANDENBERG AIR FORCE BASE","WBT","Both",-49526.6589000002,-361383.7081,TRUE
"2655",2655,"4300525",160,"MELODY WOODS WATER COMPANY","WBT","Ground",-175235.014900001,-95069.9425000008,TRUE
"2656",2656,"4300543",1500,"WEST SAN MARTIN WATER WORKS, INC.","WBT","Ground",-144803.768200001,-103325.123400001,TRUE
"2657",2657,"4300611",250,"CASA DE FRUTA WATER SYSTEM","WBT","Ground",-122232.922400001,-112797.8465,TRUE
"2658",2658,"4300716",300,"LUPIN LODGE","WBT","Both",-173916.2762,-92606.7314999998,TRUE
"2659",2659,"4300741",30,"MIREVAL IMPROVEMENT ASSOCIATION","WBT","Surface",-173238.045499999,-87338.6482999995,TRUE
"2660",2660,"4300760",68,"SANTA TERESA MEADOWS WATER COMPANY","WBT","Ground",-152079.942500001,-91524.5207000002,TRUE
"2661",2661,"4300922",3,"SIMONSEN LABORATORIES, INC.","WBT","Ground",-143147.698899999,-107692.068600001,TRUE
"2662",2662,"4300996",45,"VALLEY VIEW RANCHES","WBT","Ground",-142267.591499999,-105947.930600001,TRUE
"2663",2663,"4300997",5300,"NASA AMES RESEARCH CENTER","WBT","Surface",-182122.0087,-65631.6674000006,TRUE
"2664",2664,"4310001",57950,"CWSC LOS ALTOS SUBURBAN","WBT","Both",-183502.8814,-71421.1795000006,TRUE
"2665",2665,"4310004",39050,"CITY OF GILROY","WBT","Ground",-141307.7676,-111205.1635,TRUE
"2666",2666,"4310005",66200,"CITY OF MILPITAS","WBT","Both",-167548.101199999,-62633.6436000001,TRUE
"2667",2667,"4310006",34600,"CITY OF MORGAN HILL","WBT","Ground",-145720.530400001,-97051.8648000006,TRUE
"2668",2668,"4310007",76000,"CITY OF MOUNTAIN VIEW","WBT","Both",-185925.907199999,-67872.9370000008,TRUE
"2669",2669,"4310009",62000,"CITY OF PALO ALTO","WBT","Both",-190374.208699999,-68333.7647999991,TRUE
"2670",2670,"4310011",998000,"SAN JOSE WATER COMPANY","WBT","Both",-167437.8193,-76576.2902000006,TRUE
"2671",2671,"4310012",117200,"CITY OF SANTA CLARA","WBT","Both",-174104.279999999,-71692.5538999997,TRUE
"2672",2672,"4310013",24700,"STANFORD UNIVERSITY","WBT","Both",-191324.1098,-64100.2237999998,TRUE
"2673",2673,"4310014",133751,"CITY OF SUNNYVALE","WBT","Both",-179242.057600001,-69382.3034000006,TRUE
"2674",2674,"4310018",14207,"CITY OF CUPERTINO","WBT","Both",-182830.4168,-75608.8435999993,TRUE
"2675",2675,"4310020",93300,"CITY OF SAN JOSE - EVG/EDV/COY","WBT","Both",-158383.654100001,-76493.2711999994,TRUE
"2676",2676,"4310022",79934,"GREAT OAKS WC, INC.","WBT","Ground",-160074.8224,-84327.9741999991,TRUE
"2677",2677,"4310028",30000,"SAN JOSE STATE UNIVERSITY","WBT","Both",-166147.7412,-74084.1008000001,TRUE
"2678",2678,"4400559",140,"SUMMIT MUTUAL WATER COMPANY","WBT","Surface",-174076.512800001,-98260.9318000004,TRUE
"2679",2679,"4400608",385,"FOREST SPRINGS","WBT","Surface",-190655.559,-95477.5486999992,TRUE
"2680",2680,"4410010",93339,"SANTA CRUZ WATER DEPARTMENT","WBT","Both",-180414.958799999,-112810.4825,TRUE
"2681",2681,"4410011",65739,"WATSONVILLE, CITY OF","WBT","Both",-158131.511399999,-117659.956700001,TRUE
"2682",2682,"4410013",10309,"SCOTTS VALLEY WATER DISTRICT","WBT","Ground",-178104.530099999,-104130.5526,TRUE
"2683",2683,"4410014",19000,"SAN LORENZO VALLEY WATER DIST","WBT","Both",-184085.853499999,-103354.9155,TRUE
"2684",2684,"4410015",1300,"LOMPICO COUNTY WATER DISTRICT","WBT","Both",-181970.4474,-99573.7904000003,TRUE
"2685",2685,"4410017",37720,"SOQUEL CREEK WATER DISTRICT","WBT","Ground",-170393.916999999,-112184.272700001,TRUE
"2686",2686,"4410018",2700,"CENTRAL WATER DISTRICT","WBT","Ground",-164170.630000001,-112300.843499999,TRUE
"2687",2687,"4410305",2,"CSP - TREE FARM","WBT","Ground",-186746.2368,-84838.0820000004,TRUE
"2688",2688,"4500001",475,"SHASTA CO CSA # 25 KESWICK","WBT","Surface",-208378.9485,293119.6644,TRUE
"2689",2689,"4500015",252,"SHASTA CO CSA # 3 CASTELLA","WBT","Surface",-194533.4519,349507.0953,TRUE
"2690",2690,"4500028",196,"SHASTA CO CSA # 23 CRAGVIEW","WBT","Surface",-192079.9772,353697.6876,TRUE
"2691",2691,"4500246",450,"EL RIO ESTATES","WBT","Ground",-196046.2554,274992.598300001,TRUE
"2692",2692,"4500317",185,"SHASTA CO CSA # 11 FRENCH GULCH","WBT","Surface",-222523.8979,302484.3631,TRUE
"2693",2693,"4510001",9932,"CITY OF ANDERSON","WBT","Ground",-194592.843900001,273316.618000001,TRUE
"2694",2694,"4510002",2235,"MOUNTAIN GATE C.S.D.","WBT","Both",-196459.169199999,300980.6831,TRUE
"2695",2695,"4510003",3154,"BURNEY WATER DISTRICT","WBT","Ground",-141180.4801,319568.918099999,TRUE
"2696",2696,"4510004",1119,"SHASTA CO. SERVICE AREA #6","WBT","Surface",-188674.6555,301096.010199999,TRUE
"2697",2697,"4510005",90250,"CITY OF REDDING","WBT","Both",-201008.449200001,287098.5043,TRUE
"2698",2698,"4510006",10164,"CITY OF SHASTA LAKE","WBT","Surface",-201135.198999999,298480.816500001,TRUE
"2699",2699,"4510007",2910,"COTTONWOOD COUNTY WATER DIST.","WBT","Ground",-195321.7772,266617.227,TRUE
"2700",2700,"4510009",950,"SHASTA FOREST VILLAGE M.W.C.","WBT","Ground",-161617.7458,277786.161699999,TRUE
"2701",2701,"4510013",2320,"SHASTA C.S.D.","WBT","Surface",-209866.047599999,288941.818399999,TRUE
"2702",2702,"4510014",16555,"BELLA VISTA WATER DISTRICT","WBT","Both",-192790.269400001,291684.6841,TRUE
"2703",2703,"4510016",6724,"CLEAR CREEK CSD-ANDERSON","WBT","Both",-209361.1143,266226.062000001,TRUE
"2704",2704,"4600018",200,"SIERRAVILLE P.U.D.","WBT","Ground",-31489.4670999981,174099.093599999,TRUE
"2705",2705,"4700513",280,"HORNBROOK C.S.D.","WBT","Both",-212643.0328,434937.7073,TRUE
"2706",2706,"4710001",887,"CITY OF DORRIS","WBT","Ground",-159460.6129,439831.140000001,TRUE
"2707",2707,"4710004",769,"CITY OF ETNA","WBT","Surface",-242114.465399999,386061.2598,TRUE
"2708",2708,"4710006",1300,"MCCLOUD C.S.D.","WBT","Ground",-178797.346999999,360934.499199999,TRUE
"2709",2709,"4710007",1495,"CITY OF MONTAGUE","WBT","Surface",-206979.750700001,415834.0176,TRUE
"2710",2710,"4710010",1058,"CITY OF TULELAKE","WBT","Ground",-117882.798,435133.2773,TRUE
"2711",2711,"4710011",7290,"CITY OF YREKA","WBT","Both",-219101.542199999,415872.589299999,TRUE
"2712",2712,"4710012",1100,"HAPPY CAMP C.S.D.","WBT","Surface",-281848.150900001,424320.818600001,TRUE
"2713",2713,"4710013",2400,"LAKE SHASTINA C.S.D","WBT","Ground",-198305.992699999,391540.912699999,TRUE
"2714",2714,"4810001",28000,"CITY OF BENICIA","WBT","Surface",-189504.068600001,8478.94849999994,TRUE
"2715",2715,"4810002",9278,"CALIFORNIA WATER SERVICE CO. - DIXON","WBT","Ground",-159172.583699999,49336.3265000004,TRUE
"2716",2716,"4810003",100147,"CITY OF FAIRFIELD","WBT","Surface",-179495.113299999,29035.3202,TRUE
"2717",2717,"4810004",7376,"CITY OF RIO VISTA","WBT","Ground",-149150.7183,18609.0480000004,TRUE
"2718",2718,"4810007",125000,"CITY OF VALLEJO","WBT","Surface",-194595.2257,13559.0618999992,TRUE
"2719",2719,"4810008",96735,"CITY OF VACAVILLE","WBT","Both",-171826.810699999,39890.6355000008,TRUE
"2720",2720,"4810013",900,"RURAL NORTH VACAVILLE WATER DISTRICT","WBT","Ground",-175000.079,47020.1151999999,TRUE
"2721",2721,"4810701",10000,"TRAVIS AIR FORCE BASE - DISTRIBUTION","WBT","Both",-170950.2443,29587.0596999992,TRUE
"2722",2722,"4900514",90,"RANCHO DEL PARADISO-CAL WATER SVC (PUC)","WBT","Both",-266893.9856,51883.6962000001,TRUE
"2723",2723,"4900532",250,"SONOMA COUNTY CSA 41-JENNER","WBT","Surface",-271787.698100001,52929.5166999996,TRUE
"2724",2724,"4900536",200,"OCCIDENTAL COMMUNITY SERVICES DISTRICT","WBT","Both",-257100.124399999,47575.7146000005,TRUE
"2725",2725,"4900543",250,"SONOMA COUNTY CSA 41-SALMON CREEK","WBT","Both",-267268.990599999,41367.9898000006,TRUE
"2726",2726,"4900545",300,"BRANGER MUTUAL WATER COMPANY, INC.","WBT","Ground",-233042.7093,48131.5215000007,TRUE
"2727",2727,"4900546",150,"HAWKINS WATER CO-CAL WATER SERVICE (PUC)","WBT","Ground",-240135.7621,46975.7673000004,TRUE
"2728",2728,"4900547",156,"END-O-VALLEY MUTUAL WATER COMPANY","WBT","Ground",-233635.719699999,55348.1168000009,TRUE
"2729",2729,"4900549",60,"SONOMA COUNTY CSA 41-FREESTONE","WBT","Both",-254688.2643,43593.6799999997,TRUE
"2730",2730,"4900558",264,"BELMONT TERRACE MUTUAL WATER COMPANY","WBT","Ground",-247939.886499999,47347.1711999997,TRUE
"2731",2731,"4900560",135,"KELLY MUTUAL WATER COMPANY","WBT","Ground",-244996.251700001,44604.1784000006,TRUE
"2732",2732,"4900575",50,"LOCH HAVEN MUTUAL WATER COMPANY","WBT","Ground",-236119.9889,63241.8077000007,TRUE
"2733",2733,"4900580",130,"SONOMA MOUNTAIN COUNTY WATER DISTRICT","WBT","Ground",-231101.977399999,42615.6674000006,TRUE
